tahun,gk,provinsi,jenis,daerah,periode,tahun_kategori,cluster
2022.0,453342.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,76698.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,MARET,2015-2016,1
2015.0,83218.99999999997,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,1
2016.0,84105.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,MARET,2016-2017,1
2016.0,85734.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,1
2015.0,63814.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,MARET,2015-2016,1
2015.0,68463.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,1
2016.0,70656.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,72228.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,68220.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,1
2015.0,73510.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,1
2016.0,73999.00000000003,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,1
2016.0,76983.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,1
2017.0,90018.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,92039.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,96241.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,98329.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,75766.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,76287.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,78636.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,83686.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,80900.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,81703.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,85401.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,89461.00000000003,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,100845.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,106567.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,113479.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,116294.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,85750.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,88855.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,95411.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,96873.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,91794.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,95993.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,102680.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,104754.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,122681.00000000003,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,MARET,2021-2022,1
2021.0,125240.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,132450.99999999997,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,MARET,,1
2022.0,140978.0,KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,SEPTEMBER,,1
2021.0,101865.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,MARET,2021-2022,1
2021.0,107716.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,2021-2022,1
2022.0,114225.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,MARET,,1
2022.0,124756.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,SEPTEMBER,,1
2021.0,110468.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,1
2021.0,115008.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,121903.0,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,MARET,,1
2022.0,131596.99999999997,KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,1
2013.0,287333.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2013-2014,2
2013.0,299970.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,307382.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2014-2015,2
2014.0,316683.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2014-2015,2
2013.0,298172.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2013-2014,2
2013.0,311647.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2013-2014,2
2014.0,323556.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2014-2015,2
2014.0,338130.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2014-2015,2
2013.0,313294.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2013-2014,2
2013.0,313294.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,313294.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2014-2015,2
2014.0,313294.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,328674.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,339239.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,348254.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,357224.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,360670.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,374938.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,387202.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,392543.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,349726.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,362729.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,373484.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,380524.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,373219.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2017-2018,2
2017.0,378311.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,387139.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2018-2019,0
2018.0,403547.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,414002.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,418861.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,426596.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2018-2019,0
2018.0,440649.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,401536.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,406836.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,413528.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,427494.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,418029.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,443674.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,471684.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,478873.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,449184.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,464931.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,492603.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2020-2021,0
2020.0,498959.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,438248.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,457412.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,485634.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,492619.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,494153.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,2021-2022,0
2021.0,499553.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,525228.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,MARET,,0
2022.0,557200.0,KALIMANTAN TENGAH,TOTAL,PERKOTAAN,SEPTEMBER,,0
2021.0,514743.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,2021-2022,0
2021.0,537135.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,565361.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,MARET,,0
2022.0,603025.0,KALIMANTAN TENGAH,TOTAL,PERDESAAN,SEPTEMBER,,0
2021.0,506982.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,522879.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,548817.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,MARET,,0
2022.0,584939.0,KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,229677.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,235422.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,248602.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,257170.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,255023.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,271860.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,286982.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,MARET,2016-2017,2
2016.0,294159.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,244281.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,256417.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,270862.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,278536.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,268327.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,MARET,2017-2018,2
2017.0,282483.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,288601.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,MARET,2018-2019,2
2018.0,294677.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,2
2017.0,302037.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,MARET,2017-2018,2
2017.0,309046.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,313712.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,MARET,2018-2019,2
2018.0,323191.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2018-2019,2
2017.0,287959.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,297743.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,302854.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,2
2018.0,310496.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,2
2019.0,312945.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,MARET,2019-2020,0
2019.0,322321.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,337851.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,MARET,2020-2021,0
2020.0,341730.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,335341.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,MARET,2019-2020,0
2019.0,354054.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,370662.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,MARET,2020-2021,0
2020.0,374563.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,325590.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,340430.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,355813.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,360394.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,356053.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,MARET,2021-2022,0
2021.0,362027.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,379337.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,MARET,,0
2022.0,399109.0,KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,SEPTEMBER,,0
2021.0,384188.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,MARET,2021-2022,0
2021.0,389770.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,411135.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,MARET,,0
2022.0,431084.0,KALIMANTAN SELATAN,MAKANAN,PERDESAAN,SEPTEMBER,,0
2021.0,371204.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,376894.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,396308.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,MARET,,0
2022.0,415976.0,KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,124426.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,136370.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,137860.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,MARET,2016-2017,1
2016.0,141992.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,1
2015.0,76943.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,MARET,2015-2016,1
2015.0,81112.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,1
2016.0,83630.00000000003,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,86488.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,97068.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,104532.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,106618.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,1
2016.0,110736.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,1
2017.0,144125.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,152307.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,152617.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,153198.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,91060.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,98337.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,100783.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,101478.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,114464.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,122231.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,124920.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,125666.00000000003,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,157348.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,161445.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,165897.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,167122.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,108586.99999999997,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,116394.00000000003,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,119592.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,121152.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,131631.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,137693.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,141449.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,143292.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,171187.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,MARET,2021-2022,1
2021.0,174014.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,180716.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,MARET,,1
2022.0,189362.0,KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,SEPTEMBER,,1
2021.0,126184.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,MARET,2021-2022,1
2021.0,127523.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,2021-2022,1
2022.0,133660.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,MARET,,1
2022.0,141833.00000000003,KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,SEPTEMBER,,1
2021.0,147946.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,1
2021.0,150151.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,156765.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,MARET,,1
2022.0,165254.0,KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,1
2013.0,298518.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,MARET,2013-2014,2
2013.0,313691.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,322006.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,MARET,2014-2015,2
2014.0,336782.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2014-2015,2
2013.0,272614.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,MARET,2013-2014,2
2013.0,290576.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2013-2014,2
2014.0,298656.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,MARET,2014-2015,2
2014.0,313954.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2014-2015,2
2013.0,313294.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2013-2014,2
2013.0,313294.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,313294.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2014-2015,2
2014.0,313294.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,354103.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,371793.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,386462.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,399162.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,331966.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,352972.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,370612.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,380647.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,341349.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,360949.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,377480.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,389272.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,412452.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,MARET,2017-2018,2
2017.0,434791.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,441218.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,MARET,2018-2019,0
2018.0,447876.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,393097.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,407382.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,414494.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,MARET,2018-2019,0
2018.0,424670.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,402423.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,419974.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,427774.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,436162.0,KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,470293.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,483766.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,503748.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,508852.0,KALIMANTAN SELATAN,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,443928.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,470447.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,490254.0,KALIMANTAN SELATAN,TOTAL,PERDESAAN,MARET,2020-2021,0
